Date,Heure,Temperature
17-04-2024,11:01:29,29.8
17-04-2024,11:01:35,29.8
17-04-2024,11:01:40,29.8
17-04-2024,11:01:46,29.8
17-04-2024,11:01:51,29.8
17-04-2024,11:01:56,29.7
17-04-2024,11:02:02,29.7
17-04-2024,11:02:07,29.6
17-04-2024,11:02:12,29.6
17-04-2024,11:02:18,29.6
17-04-2024,11:02:23,29.5
17-04-2024,11:02:29,29.5
17-04-2024,11:02:34,29.5
17-04-2024,11:02:39,29.4
17-04-2024,11:02:45,29.4
17-04-2024,11:02:50,29.4
17-04-2024,11:02:56,29.4
17-04-2024,11:03:01,29.4
17-04-2024,11:03:06,29.4
17-04-2024,11:05:45,28.7
17-04-2024,11:05:51,28.7
17-04-2024,11:05:56,28.7
17-04-2024,11:06:02,28.7
17-04-2024,11:06:07,28.7
17-04-2024,11:06:13,28.7
17-04-2024,11:06:18,28.7
17-04-2024,11:06:23,28.7
17-04-2024,11:06:29,28.7
17-04-2024,11:06:34,28.7
17-04-2024,11:06:39,28.7
17-04-2024,11:06:45,28.7
17-04-2024,11:06:50,28.7
17-04-2024,11:06:56,28.7
17-04-2024,11:35:10,28.2
17-04-2024,11:35:16,28.2
17-04-2024,11:35:21,28.2
17-04-2024,11:35:27,28.2
17-04-2024,11:35:32,28.2
17-04-2024,11:35:37,28.2
17-04-2024,11:50:54,28.7
17-04-2024,12:29:59,29.0
22-04-2024,09:41:34,25.4
22-04-2024,09:41:40,25.4
22-04-2024,09:41:45,25.4
22-04-2024,09:41:50,25.6
22-04-2024,09:41:56,25.6
22-04-2024,09:42:01,25.6
22-04-2024,09:42:33,25.7
22-04-2024,09:42:39,25.7
22-04-2024,09:42:45,25.7
22-04-2024,09:42:50,25.7
22-04-2024,09:42:56,25.7
22-04-2024,09:43:01,25.7
22-04-2024,09:43:06,25.7
22-04-2024,09:43:12,25.7
22-04-2024,09:43:17,25.7
22-04-2024,09:43:23,25.7
22-04-2024,09:43:28,25.7
22-04-2024,09:43:34,25.7
22-04-2024,09:43:39,25.7
22-04-2024,09:43:45,25.7
22-04-2024,09:43:50,25.7
22-04-2024,09:43:55,25.7
22-04-2024,09:44:01,25.7
22-04-2024,09:44:06,25.7
22-04-2024,09:44:12,25.7
22-04-2024,09:44:17,25.7
22-04-2024,09:44:23,25.7
22-04-2024,09:44:28,25.7
22-04-2024,09:44:33,25.7
22-04-2024,09:44:39,25.7
22-04-2024,09:46:40,25.3
22-04-2024,09:46:45,25.3
22-04-2024,09:46:51,25.4
22-04-2024,09:46:56,25.4
22-04-2024,09:47:01,25.4
22-04-2024,09:47:07,25.4
22-04-2024,09:47:12,25.4
22-04-2024,09:47:18,25.4
22-04-2024,09:47:23,25.4
22-04-2024,09:47:29,25.4
22-04-2024,09:48:52,25.4
22-04-2024,09:48:57,25.4
22-04-2024,09:49:03,25.4
22-04-2024,09:49:08,25.4
22-04-2024,09:49:14,25.4
22-04-2024,09:49:19,25.4
22-04-2024,09:49:24,25.4
22-04-2024,09:49:30,25.4
22-04-2024,09:49:35,25.4
22-04-2024,09:49:41,25.4
22-04-2024,09:49:46,25.4
22-04-2024,09:49:52,25.4
22-04-2024,09:49:57,25.4
22-04-2024,09:50:03,25.4
22-04-2024,09:50:08,25.4
22-04-2024,09:54:39,25.3
22-04-2024,09:54:44,25.2
22-04-2024,09:54:50,25.2
22-04-2024,09:54:55,25.2
22-04-2024,09:55:01,25.2
22-04-2024,09:55:06,25.2
22-04-2024,09:59:37,25.2
22-04-2024,09:59:43,25.2
22-04-2024,09:59:48,25.2
22-04-2024,09:59:54,25.2
22-04-2024,09:59:59,25.2
22-04-2024,10:00:05,25.2
22-04-2024,10:00:10,25.2
22-04-2024,10:00:16,25.2
22-04-2024,10:00:21,25.2
22-04-2024,10:00:27,25.2
22-04-2024,10:00:33,25.2
22-04-2024,10:00:38,25.2
22-04-2024,10:00:44,25.2
22-04-2024,10:00:49,25.2
22-04-2024,10:00:55,25.2
22-04-2024,10:01:00,25.2
22-04-2024,10:01:06,25.2
22-04-2024,10:01:11,25.2
22-04-2024,10:01:16,25.2
22-04-2024,10:01:22,25.2
22-04-2024,10:01:27,25.2
22-04-2024,10:01:33,25.2
22-04-2024,10:01:38,25.2
22-04-2024,10:01:44,25.2
22-04-2024,10:01:59,25.2
22-04-2024,10:02:05,25.2
22-04-2024,10:02:10,25.2
22-04-2024,10:02:16,25.2
22-04-2024,10:02:21,25.2
22-04-2024,10:02:27,25.2
22-04-2024,10:02:32,25.2
22-04-2024,10:02:38,25.2
22-04-2024,10:02:43,25.2
22-04-2024,10:02:49,25.2
22-04-2024,10:02:54,25.2
22-04-2024,10:03:00,25.2
22-04-2024,10:03:05,25.2
22-04-2024,10:03:10,25.2
22-04-2024,10:03:16,25.2
22-04-2024,10:03:21,25.2
22-04-2024,10:03:27,25.2
22-04-2024,10:03:32,25.2
22-04-2024,10:03:38,25.2
22-04-2024,10:03:43,25.2
22-04-2024,10:03:49,25.2
22-04-2024,10:03:54,25.2
22-04-2024,10:04:00,25.2
22-04-2024,10:04:05,25.2
22-04-2024,10:04:10,25.2
22-04-2024,10:04:16,25.2
22-04-2024,10:04:21,25.2
22-04-2024,10:04:27,25.2
22-04-2024,10:04:32,25.2
22-04-2024,10:05:05,25.2
22-04-2024,10:05:11,25.2
22-04-2024,10:05:16,25.3
22-04-2024,10:05:21,25.3
22-04-2024,10:05:27,25.3
22-04-2024,10:05:32,25.3
22-04-2024,10:05:38,25.3
22-04-2024,10:05:43,25.3
22-04-2024,10:05:48,25.3
22-04-2024,10:05:54,25.3
22-04-2024,10:05:59,25.3
22-04-2024,10:06:05,25.2
22-04-2024,10:06:10,25.2
22-04-2024,10:06:15,25.2
22-04-2024,10:06:22,25.2
22-04-2024,10:06:28,25.2
22-04-2024,10:06:33,25.2
22-04-2024,10:06:39,25.2
22-04-2024,10:06:44,25.2
22-04-2024,10:06:50,25.2
22-04-2024,10:06:55,25.2
22-04-2024,10:07:01,25.2
22-04-2024,10:07:06,25.2
22-04-2024,10:07:11,25.2
22-04-2024,10:07:17,25.2
22-04-2024,10:07:22,25.2
22-04-2024,10:07:28,25.2
22-04-2024,10:07:33,25.2
22-04-2024,10:07:39,25.2
22-04-2024,10:07:44,25.2
22-04-2024,10:07:49,25.2
22-04-2024,10:07:55,25.2
22-04-2024,10:08:00,25.2
22-04-2024,10:08:06,25.2
22-04-2024,10:08:11,25.2
22-04-2024,10:08:16,25.2
22-04-2024,10:08:22,25.2
22-04-2024,10:08:27,25.2
22-04-2024,10:08:33,25.2
22-04-2024,10:08:38,25.2
22-04-2024,10:08:43,25.2
22-04-2024,10:08:49,25.2
22-04-2024,10:08:54,25.2
22-04-2024,10:09:00,25.2
22-04-2024,10:09:05,25.2
22-04-2024,10:09:11,25.2
22-04-2024,10:09:16,25.2
22-04-2024,10:09:21,25.2
22-04-2024,10:09:27,25.2
22-04-2024,10:09:32,25.2
22-04-2024,10:09:38,25.2
22-04-2024,10:09:44,25.2
22-04-2024,10:09:49,25.2
22-04-2024,10:09:54,25.2
22-04-2024,10:10:00,25.2
22-04-2024,10:10:05,25.2
22-04-2024,10:10:11,25.2
22-04-2024,10:10:16,25.2
22-04-2024,10:10:21,25.2
22-04-2024,10:10:27,25.2
22-04-2024,10:10:32,25.2
22-04-2024,10:10:38,25.2
22-04-2024,10:10:58,25.2
22-04-2024,10:11:03,25.2
22-04-2024,10:11:08,25.2
22-04-2024,10:11:14,25.2
22-04-2024,10:11:19,25.2
22-04-2024,10:11:25,25.2
22-04-2024,10:11:30,25.2
22-04-2024,10:11:36,25.2
22-04-2024,10:11:41,25.2
22-04-2024,10:11:47,25.2
22-04-2024,10:11:52,25.2
22-04-2024,10:11:57,25.2
22-04-2024,10:13:01,25.2
22-04-2024,10:13:06,25.2
22-04-2024,10:13:12,25.2
22-04-2024,10:13:17,25.2
22-04-2024,10:13:22,25.2
22-04-2024,10:13:28,25.3
22-04-2024,10:13:33,25.3
22-04-2024,10:13:39,25.3
22-04-2024,10:13:45,25.3
22-04-2024,10:13:50,25.3
22-04-2024,10:13:56,25.3
22-04-2024,10:14:01,25.3
22-04-2024,10:14:07,25.3
22-04-2024,10:14:12,25.3
22-04-2024,10:14:18,25.3
22-04-2024,10:14:23,25.3
22-04-2024,10:14:28,25.3
22-04-2024,10:14:34,25.3
22-04-2024,10:14:39,25.3
22-04-2024,10:14:45,25.3
22-04-2024,10:14:50,25.3
22-04-2024,10:14:56,25.3
22-04-2024,10:15:01,25.3
22-04-2024,10:15:07,25.4
22-04-2024,10:15:12,25.4
22-04-2024,10:15:18,25.4
22-04-2024,10:15:23,25.4
22-04-2024,10:15:29,25.4
22-04-2024,10:15:34,25.4
22-04-2024,10:15:40,25.4
22-04-2024,10:15:54,25.4
22-04-2024,10:15:59,25.4
22-04-2024,10:16:05,25.3
22-04-2024,10:16:10,25.3
22-04-2024,10:16:16,25.3
22-04-2024,10:16:21,25.4
22-04-2024,10:16:27,25.3
22-04-2024,10:16:32,25.3
22-04-2024,10:16:38,25.3
22-04-2024,10:16:43,25.3
22-04-2024,10:16:49,25.3
22-04-2024,10:16:54,25.3
22-04-2024,10:17:00,25.3
22-04-2024,10:17:05,25.3
22-04-2024,10:17:11,25.3
22-04-2024,10:17:16,25.3
22-04-2024,10:17:22,25.3
22-04-2024,10:17:27,25.4
22-04-2024,10:17:33,25.4
22-04-2024,10:17:38,25.4
22-04-2024,10:17:44,25.4
22-04-2024,10:17:55,25.3
22-04-2024,10:18:00,25.3
22-04-2024,10:18:06,25.3
22-04-2024,10:18:11,25.3
22-04-2024,10:18:17,25.3
22-04-2024,10:18:22,25.3
22-04-2024,10:18:28,25.3
22-04-2024,10:18:33,25.3
22-04-2024,10:18:39,25.3
22-04-2024,10:18:44,25.3
22-04-2024,10:18:50,25.3
22-04-2024,10:18:55,25.3
22-04-2024,10:19:01,25.3
22-04-2024,10:19:06,25.3
22-04-2024,10:19:12,25.3
22-04-2024,10:19:17,25.3
22-04-2024,10:19:23,25.3
22-04-2024,10:19:28,25.4
22-04-2024,10:19:34,25.4
22-04-2024,10:19:39,25.4
22-04-2024,10:19:45,25.4
22-04-2024,10:19:51,25.4
22-04-2024,10:19:56,25.4
22-04-2024,10:20:01,25.4
22-04-2024,10:20:07,25.4
22-04-2024,10:20:12,25.4
22-04-2024,10:20:18,25.4
22-04-2024,10:20:23,25.4
22-04-2024,10:20:29,25.4
22-04-2024,10:20:34,25.4
22-04-2024,10:20:39,25.4
22-04-2024,10:20:45,25.4
22-04-2024,10:20:50,25.4
22-04-2024,10:20:56,25.4
22-04-2024,10:21:01,25.4
22-04-2024,10:21:07,25.4
22-04-2024,10:21:12,25.4
22-04-2024,10:21:17,25.4
22-04-2024,10:21:23,25.4
22-04-2024,10:21:28,25.4
22-04-2024,10:21:34,25.4
22-04-2024,10:21:39,25.4
22-04-2024,10:21:45,25.4
22-04-2024,10:21:50,25.4
22-04-2024,10:21:55,25.4
22-04-2024,10:22:01,25.4
22-04-2024,10:22:06,25.4
22-04-2024,10:22:12,25.4
22-04-2024,10:22:17,25.4
22-04-2024,10:22:23,25.4
22-04-2024,10:22:28,25.4
22-04-2024,10:22:34,25.4
22-04-2024,10:22:39,25.4
22-04-2024,10:22:45,25.4
22-04-2024,10:22:50,25.4
22-04-2024,10:22:56,25.4
22-04-2024,10:23:01,25.4
22-04-2024,10:23:06,25.4
22-04-2024,10:23:12,25.4
22-04-2024,10:23:17,25.4
22-04-2024,10:23:23,25.4
22-04-2024,10:23:28,25.4
22-04-2024,10:23:34,25.4
22-04-2024,10:23:39,25.4
22-04-2024,10:23:44,25.4
22-04-2024,10:23:50,25.4
22-04-2024,10:23:55,25.4
22-04-2024,10:24:01,25.4
22-04-2024,10:24:06,25.4
22-04-2024,10:27:16,25.4
22-04-2024,10:27:21,25.4
22-04-2024,10:27:27,25.4
22-04-2024,10:27:32,25.4
22-04-2024,10:27:37,25.4
22-04-2024,10:27:43,25.4
22-04-2024,10:27:48,25.4
22-04-2024,10:27:54,25.4
22-04-2024,10:27:59,25.4
22-04-2024,10:28:04,25.4
22-04-2024,10:28:10,25.4
22-04-2024,10:28:15,25.4
22-04-2024,10:28:21,25.4
22-04-2024,10:28:26,25.4
22-04-2024,10:28:32,25.4
22-04-2024,10:28:37,25.4
22-04-2024,10:28:43,25.4
22-04-2024,10:28:48,25.4
22-04-2024,10:28:53,25.4
22-04-2024,10:28:59,25.4
22-04-2024,10:29:04,25.4
22-04-2024,10:29:10,25.4
22-04-2024,10:29:15,25.4
22-04-2024,10:29:20,25.4
22-04-2024,10:29:26,25.4
22-04-2024,10:29:31,25.4
22-04-2024,10:29:37,25.4
22-04-2024,10:29:42,25.4
22-04-2024,10:29:48,25.4
22-04-2024,10:29:53,25.4
22-04-2024,10:29:58,25.4
22-04-2024,10:30:04,25.4
22-04-2024,10:30:09,25.4
22-04-2024,10:30:15,25.4
22-04-2024,10:30:20,25.4
22-04-2024,10:30:25,25.4
22-04-2024,10:30:31,25.4
22-04-2024,10:30:36,25.4
22-04-2024,10:30:42,25.4
22-04-2024,10:30:47,25.4
22-04-2024,10:30:53,25.4
22-04-2024,10:30:58,25.4
22-04-2024,10:31:03,25.4
22-04-2024,10:31:09,25.4
22-04-2024,10:31:14,25.4
22-04-2024,10:31:20,25.4
22-04-2024,10:31:25,25.4
22-04-2024,10:31:31,25.4
22-04-2024,10:31:36,25.4
22-04-2024,10:31:42,25.4
22-04-2024,10:31:47,25.4
22-04-2024,10:31:53,25.4
22-04-2024,10:31:58,25.4
22-04-2024,10:32:03,25.4
22-04-2024,10:32:09,25.4
22-04-2024,10:32:14,25.4
22-04-2024,10:32:20,25.4
22-04-2024,10:32:25,25.4
22-04-2024,10:32:31,25.4
22-04-2024,10:32:36,25.4
22-04-2024,10:32:42,25.4
22-04-2024,10:32:47,25.4
22-04-2024,10:32:52,25.4
22-04-2024,10:32:58,25.4
22-04-2024,10:33:03,25.4
22-04-2024,10:33:09,25.4
22-04-2024,10:33:14,25.4
22-04-2024,10:33:20,25.4
22-04-2024,10:33:25,25.4
22-04-2024,10:33:31,25.4
22-04-2024,10:33:36,25.4
22-04-2024,10:33:41,25.4
22-04-2024,10:33:47,25.4
22-04-2024,10:33:52,25.4
22-04-2024,10:33:58,25.4
22-04-2024,10:34:03,25.4
22-04-2024,10:34:09,25.4
22-04-2024,10:34:14,25.4
22-04-2024,10:34:20,25.4
22-04-2024,10:34:25,25.4
22-04-2024,10:34:31,25.4
22-04-2024,10:34:36,25.4
22-04-2024,10:34:48,25.4
22-04-2024,10:34:54,25.4
22-04-2024,10:34:59,25.4
22-04-2024,10:35:05,25.4
22-04-2024,10:35:10,25.4
22-04-2024,10:35:16,25.4
22-04-2024,10:35:21,25.4
22-04-2024,10:35:27,25.4
22-04-2024,10:35:32,25.4
22-04-2024,10:35:37,25.4
22-04-2024,10:35:43,25.4
22-04-2024,10:35:48,25.4
22-04-2024,10:35:54,25.4
22-04-2024,10:35:59,25.4
22-04-2024,10:36:05,25.4
22-04-2024,10:36:10,25.4
22-04-2024,10:36:16,25.4
22-04-2024,10:36:21,25.4
22-04-2024,10:36:27,25.4
22-04-2024,10:36:32,25.4
22-04-2024,10:36:38,25.4
22-04-2024,10:36:43,25.4
22-04-2024,10:36:49,25.4
22-04-2024,10:36:54,25.4
22-04-2024,10:37:00,25.4
22-04-2024,10:38:31,25.4
22-04-2024,10:38:37,25.4
22-04-2024,10:38:43,25.4
22-04-2024,10:38:48,25.4
22-04-2024,10:38:54,25.4
22-04-2024,10:38:59,25.4
22-04-2024,10:40:41,25.8
22-04-2024,10:40:47,25.7
22-04-2024,10:40:52,25.7
22-04-2024,10:40:58,25.8
22-04-2024,10:41:03,25.8
22-04-2024,10:41:09,25.8
22-04-2024,10:41:14,25.8
22-04-2024,10:41:19,25.8
22-04-2024,10:41:25,25.8
22-04-2024,10:41:30,25.8
22-04-2024,10:41:36,25.8
22-04-2024,10:41:41,25.8
22-04-2024,10:41:46,25.8
22-04-2024,10:41:52,25.8
22-04-2024,10:41:57,25.8
22-04-2024,10:42:03,25.8
22-04-2024,10:42:08,25.8
22-04-2024,10:42:13,25.8
22-04-2024,10:42:19,25.8
22-04-2024,10:42:25,25.8
22-04-2024,10:42:30,25.8
22-04-2024,10:42:36,25.8
22-04-2024,10:42:41,25.8
22-04-2024,10:42:47,25.8
22-04-2024,10:42:52,25.8
22-04-2024,10:42:58,25.8
22-04-2024,10:43:03,25.8
22-04-2024,10:43:09,25.8
22-04-2024,10:43:14,25.8
22-04-2024,10:43:20,25.8
22-04-2024,10:43:25,25.8
22-04-2024,10:43:30,25.9
22-04-2024,10:43:36,26.0
22-04-2024,10:43:41,26.0
22-04-2024,10:43:47,25.9
22-04-2024,10:43:52,25.8
22-04-2024,10:43:57,25.8
22-04-2024,10:44:06,25.8
22-04-2024,10:44:11,25.8
22-04-2024,10:44:17,25.8
22-04-2024,10:44:22,25.8
22-04-2024,10:44:28,25.8
22-04-2024,10:44:33,25.8
22-04-2024,10:44:39,25.8
22-04-2024,10:44:44,25.8
22-04-2024,10:44:49,25.8
22-04-2024,10:44:55,25.8
22-04-2024,10:45:00,25.8
22-04-2024,10:45:06,25.8
22-04-2024,10:45:11,25.8
22-04-2024,10:45:17,25.8
22-04-2024,10:45:22,25.8
22-04-2024,10:45:27,25.8
22-04-2024,10:45:33,25.8
22-04-2024,10:45:38,25.8
22-04-2024,10:45:44,25.8
22-04-2024,10:45:49,25.8
22-04-2024,10:45:55,25.8
22-04-2024,10:46:00,25.8
22-04-2024,10:46:06,25.8
22-04-2024,10:46:11,25.8
22-04-2024,10:46:17,25.8
22-04-2024,10:46:22,25.8
22-04-2024,10:46:28,25.8
22-04-2024,10:46:33,25.8
22-04-2024,10:46:38,25.8
22-04-2024,10:46:44,25.8
22-04-2024,10:46:49,25.8
22-04-2024,11:03:15,25.8
22-04-2024,11:03:20,25.8
22-04-2024,11:03:26,25.8
22-04-2024,11:03:31,25.8
22-04-2024,11:03:37,25.8
22-04-2024,11:03:42,25.8
22-04-2024,11:03:48,25.8
22-04-2024,11:03:53,25.8
22-04-2024,11:03:59,25.8
22-04-2024,11:04:04,25.8
22-04-2024,11:04:09,25.8
22-04-2024,11:07:13,25.8
22-04-2024,11:07:19,25.8
22-04-2024,11:07:24,25.8
22-04-2024,11:07:29,25.8
22-04-2024,11:07:35,25.8
22-04-2024,11:07:40,25.8
22-04-2024,11:07:46,25.8
22-04-2024,11:07:51,25.8
22-04-2024,11:07:57,25.8
22-04-2024,11:08:02,25.8
22-04-2024,11:08:08,25.8
22-04-2024,11:08:14,25.8
22-04-2024,11:08:19,25.8
22-04-2024,11:08:24,25.8
22-04-2024,11:08:30,25.8
22-04-2024,11:08:35,25.8
22-04-2024,11:08:41,25.8
22-04-2024,11:08:46,25.8
22-04-2024,11:08:52,25.8
22-04-2024,11:08:57,25.8
22-04-2024,11:09:03,25.8
22-04-2024,11:09:08,25.8
22-04-2024,11:09:14,25.8
22-04-2024,11:09:19,25.8
22-04-2024,11:09:25,25.8
22-04-2024,11:09:30,25.8
22-04-2024,11:09:36,25.8
22-04-2024,11:09:41,25.8
22-04-2024,11:09:47,25.8
22-04-2024,11:09:52,25.8
22-04-2024,11:09:58,25.8
22-04-2024,11:10:03,25.8
22-04-2024,11:10:09,25.8
22-04-2024,11:10:14,25.8
22-04-2024,11:10:20,25.8
22-04-2024,11:10:25,25.8
22-04-2024,11:10:31,25.8
22-04-2024,11:10:36,25.8
22-04-2024,11:10:42,25.8
22-04-2024,11:10:47,25.8
22-04-2024,11:10:52,25.8
22-04-2024,11:10:58,25.8
22-04-2024,11:11:04,25.8
22-04-2024,11:11:09,25.8
22-04-2024,11:11:15,25.8
22-04-2024,11:11:20,25.8
22-04-2024,11:11:26,25.8
22-04-2024,11:11:31,25.8
22-04-2024,11:11:37,25.8
22-04-2024,11:11:42,25.8
22-04-2024,11:11:48,25.8
22-04-2024,11:11:53,25.8
22-04-2024,11:11:59,25.8
22-04-2024,11:12:04,25.8
22-04-2024,11:12:10,25.8
22-04-2024,11:12:15,25.8
22-04-2024,11:12:21,25.8
22-04-2024,11:12:26,25.8
22-04-2024,11:12:32,25.8
22-04-2024,11:12:37,25.8
22-04-2024,11:12:43,25.8
22-04-2024,11:12:48,25.8
22-04-2024,11:12:54,25.8
22-04-2024,11:12:59,25.8
22-04-2024,11:13:05,25.8
22-04-2024,11:13:10,25.8
22-04-2024,11:13:16,25.8
22-04-2024,11:13:21,25.8
22-04-2024,11:13:27,25.8
22-04-2024,11:13:32,25.8
22-04-2024,11:13:38,25.8
22-04-2024,11:13:43,25.8
22-04-2024,11:13:49,25.8
22-04-2024,11:13:54,25.8
22-04-2024,11:14:00,25.8
22-04-2024,11:14:06,25.8
22-04-2024,11:14:11,25.8
22-04-2024,11:14:17,25.8
22-04-2024,11:14:28,25.8
22-04-2024,11:14:34,25.8
22-04-2024,11:14:39,25.8
22-04-2024,11:14:45,25.8
22-04-2024,11:14:50,25.8
22-04-2024,11:14:55,25.8
22-04-2024,11:15:01,25.8
22-04-2024,11:15:06,25.8
22-04-2024,11:15:12,25.8
